track_id,track_name,artist_names,genres,valence,danceability,energy,mood,album_name,release_date,album_cover_640x640
001ZmOPuWEW5czwun7nkha,Would You? (End Title),"['Gene Kelly', 'Betty Noyes']","adult standards, movie tunes, vintage hollywood",0.162,0.16,0.12,Sad,Singin' in the Rain (Original Motion Picture Soundtrack) [Deluxe Version],1952-04-11,https://i.scdn.co/image/ab67616d00004851701dfe48ddb212fc32189dcd
003FTlCpBTM4eSqYSWPv4H,"Swing, Swing",['The All-American Rejects'],"modern rock, alternative metal, pop rock, pop punk, neon pop punk, neo mellow, post-grunge",0.318,0.5529999999999999,0.7170000000000001,Sad,The All-American Rejects,2002-10-15,https://i.scdn.co/image/ab67616d0000b273eba2acd1d78fc80ed234af0b
003JzPprzThp8SHUctgXnn,Willow Weep For Me - Remastered 1998,['Thelonious Monk'],"jazz trio, contemporary post-bop, jazz, jazz piano, bebop",0.298,0.461,0.454,Sad,"Genius Of Modern Music (Vol.2, Expanded Edition)",1952,https://i.scdn.co/image/ab67616d00004851a36b4e921833c21b60615830
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,['The Killers'],"permanent wave, modern rock, alternative rock, dance rock, rock",0.236,0.352,0.911,Sad,Hot Fuss,2004,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
0046quUYhSAFccrKIC3Iht,All Cried Out (with Full Force),['Lisa Lisa & Cult Jam'],"freestyle, contemporary r&b, new jack swing, quiet storm",0.328,0.48,0.435,Sad,,,
004TG0nRHejwSKisvwTcAB,The Garden of Gethesemanie,['Emahoy Tsege Mariam Gebru'],"impressionism, ethio-jazz",0.197,0.22,0.0447,Sad,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",2006,https://i.scdn.co/image/ab67616d0000485153d13c60cbf8496025e414e8
004cCP7Csq7U0m67DDzEFs,"Variations and Fugue on a Theme by Handel, Op. 24: Variation V","['Johannes Brahms', 'Eugene Istomin']","late romantic era, classical, american classical piano, german romanticism",0.507,0.419,0.0874,Neutral,Eugene Istomin - The Concerto and Solo Recordings,1946,https://i.scdn.co/image/ab67616d0000485109a25216a12a7846bf25f27b
005Dlt8Xaz3DkaXiRJgdiS,Historia de Taxi,['Ricardo Arjona'],"latin arena pop, latin pop, cantautor",0.698,0.715,0.621,Upbeat,,,
005lwxGU1tms6HGELIcUv9,I Kissed A Girl,['Katy Perry'],pop,0.696,0.6990000000000001,0.76,Upbeat,One Of The Boys,2008-06-17,https://i.scdn.co/image/ab67616d0000b273cd3978ebe35d93a07249b97f
006fbuXS6rRAWlUEaklCmt,Kapitel 297 - Der Page und die Herzogin,"['Georgette Heyer', 'Irina Salkow']",Unknown,0.295,0.7190000000000001,0.19,Sad,Der Page und die Herzogin (Ungekürzt),1926,https://i.scdn.co/image/ab67616d00004851e875d93afc6d65fad3a8c538
007PHg6gge5dW1wnOEtucm,Kalogeraki,['Stratos Pagioumtzis'],rebetiko,0.737,0.652,0.245,Upbeat,"Ta Rempetika Tou Grammofonou, Νο. 4",1930-01-01,https://i.scdn.co/image/ab67616d00004851312b66812f5974f85bcfe589
007cHgcM8RRS4IYQOaPQ6u,Gavotte,"['Jean-Philippe Rameau', 'Julio Martinez Oyanguren']","baroque, classical, french opera, french baroque, early music, classical guitar",0.56,0.779,0.0681,Neutral,"Famous Classical Guitarists, Vol. 2 (1937 - 1941)",1941-01-01,https://i.scdn.co/image/ab67616d00004851ec547b1f3b6d8d36de40d234
00820n1O1wKL5EeNuqENcV,Who's Your Little Who-Zis!,['Dean Martin'],"easy listening, adult standards, vocal jazz, lounge",0.523,0.648,0.143,Neutral,"Dean Martin: The Capitol Recordings, Vol. 4 (1952-1954)",1954,https://i.scdn.co/image/ab67616d00004851df4dfaff5c996b7998d6c34e
008X8kpgdmgWnoYB90s9Ap,Tsoupra to mantili sou,['Roza Eskenazi'],rebetiko,0.6990000000000001,0.364,0.62,Upbeat,"Ta Propolemika Dimotika, No. 19",1930-01-01,https://i.scdn.co/image/ab67616d00004851fb77328c0e34972426330836
008gJLIYowhUcrEMEc8zQr,Tight Like This,['Louis Armstrong & His Savoy Ballroom Five'],Unknown,0.438,0.738,0.199,Neutral,Volume IV - Louis Armstrong And Earl Hines,1928,https://i.scdn.co/image/ab67616d00004851882722e12859ae12dbebe257
008wkJY1GYw0177yFVCM2j,I Do Adore Her,['Harry Belafonte'],calypso,0.86,0.677,0.289,Upbeat,Calypso,1956,https://i.scdn.co/image/ab67616d00004851d46dec4689741b1400c3df95
009lp1WlnfEXPW4h6mCKCr,Ya Es Muy Tarde,['Los Panchos'],"ranchera, bolero, bolero mexicano",0.782,0.884,0.314,Upbeat,Personalidad,1948,https://i.scdn.co/image/ab67616d00004851be489dd3ced8daaa63df38f5
00A8NrzPAKFCm3BIPUQ2xM,Часть 157.2 - Триумфальная арка,['Эрих Мария Ремарк'],Unknown,0.591,0.693,0.152,Neutral,,,
00CCi9yHJh7NjXcNT565Ja,You Make Me Feel Brand New,['The Stylistics'],"motown, funk, disco, classic soul, philly soul, quiet storm, soul",0.178,0.451,0.359,Sad,Rockin' Roll Baby,1973-10-23,https://i.scdn.co/image/ab67616d00004851b5810208530475fd747113c8
00CXUMREit80f2McJsjcIz,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1","['Felix Mendelssohn', 'Péter Nagy']","classical, early romantic era, german romanticism",0.0922,0.355,0.0164,Sad,,,
00CmjeeHvAVKvx3tcIiZTy,Two Lovers,['Mary Wells'],"southern soul, motown, classic soul, soul",0.96,0.6779999999999999,0.405,Upbeat,Two Lovers,1963-01-01,https://i.scdn.co/image/ab67616d00004851f204aeb19878309f8932453c
00CtR42p0MqXmjD2KqS4av,Ramona - Remasterizado,['Ignacio Corsini'],vintage tango,0.613,0.5770000000000001,0.269,Upbeat,"Colección Completa, Vol. 20 (Remasterizado)",1928-05-14,https://i.scdn.co/image/ab67616d000048517f870a7eaff71e55b0d87f77
00CzULkOn4eTAHccWzDf0B,Часть 70.2 & Часть 71.1 - Прощай оружие,['Эрнест Хемингуэй'],Unknown,0.78,0.693,0.177,Upbeat,Прощай оружие,1929,https://i.scdn.co/image/ab67616d00004851be67b9ca4759e602c30f60fb
00DKPx7Ycob6sFIZvJmhuY,Keno Kande Paran,['K Mullick'],Unknown,0.725,0.3670000000000001,0.273,Upbeat,Bhuli Kemone Aajo,1931-12-01,https://i.scdn.co/image/ab67616d00004851bd2f424abf53069fa72fd7ff
00F6ALNp7ePwXZv9zU06LH,Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 2,"['Billie Holiday', 'Teddy Wilson']","jazz blues, adult standards, jazz, jazz piano, torch song, stride, harlem renaissance, soul, swing, vocal jazz",0.223,0.447,0.0433,Sad,Lady Day: The Complete Billie Holiday On Columbia - Vol. 10,1940,https://i.scdn.co/image/ab67616d00004851664aa395c87067ccb42ade0a
00FwzPLOqZeMOftuRQOR1D,"Polonaises, Op. 40: No. 2 in C Minor","['Frédéric Chopin', 'Arthur Rubinstein']","classical, classical piano, polish classical, early romantic era, polish classical piano",0.0789,0.385,0.0763,Sad,The Original Jacket Collection - Rubinstein Plays Chopin,1946,https://i.scdn.co/image/ab67616d0000485126b4106d7f1ed39dcfb52763
00GOPLxW4PGQuUYdPJh8K1,IV. Sweatpants,['Childish Gambino'],"rap, hip hop, atl hip hop",0.581,0.71,0.47,Neutral,Because the Internet,2013-12-10,https://i.scdn.co/image/ab67616d0000b273fce23dadb51975ebf2e9d75c
00HnpGCqlgTR8gDV2c7ZLj,Часть 149.2 - По ком звонит колокол,['Эрнест Хемингуэй'],Unknown,0.7140000000000001,0.6679999999999999,0.135,Upbeat,,,
00IZXev5rsdqYqqmCoWOKm,Rut Yeh Suhani Aai,['Shyam Sundar'],Unknown,0.7829999999999999,0.6609999999999999,0.2,Upbeat,,,
00IqwkT0PZhJ86PJajRCqk,Silver Bells (with Percy Faith & His Orchestra),"['Johnny Mathis', 'Percy Faith & His Orchestra']","man's orchestra, easy listening, adult standards",0.274,0.277,0.348,Sad,Merry Christmas (with Percy Faith & His Orchestra),1958-10-06,https://i.scdn.co/image/ab67616d00004851c233ef0dd00596da38625eb0
00IrSynHsun7DpDrLkRIjM,The Boy In the Bubble,['Paul Simon'],"permanent wave, classic rock, folk, folk rock, rock, singer-songwriter, mellow gold, soft rock",0.5589999999999999,0.62,0.703,Neutral,Graceland (25th Anniversary Deluxe Edition),1986-08-12,https://i.scdn.co/image/ab67616d0000b27309880a7b8636c5a0615dc0c8
00JSPCd8bKaLr0MA1gmTXB,Karun Keno Arun Aankhi,['K Mullick'],Unknown,0.351,0.334,0.184,Sad,Bhuli Kemone Aajo,1931-12-01,https://i.scdn.co/image/ab67616d00004851bd2f424abf53069fa72fd7ff
00KAWrZQNrQsPjSwRXPbuL,"Haydn: String Quartet No. 63 in B-Flat Major, Op. 76 No. 4, Hob. III, 78, ""Sunrise"": II. Adagio","['Joseph Haydn', 'Pro Arte Quartet']","string quartet, classical era, classical",0.0462,0.173,0.162,Sad,Haydn: 29 String Quartets,1935,https://i.scdn.co/image/ab67616d00004851851feb3944522b8340616885
00L6vjZ149YoabB4NOtPfG,Vechche Poye,['Krishnaveni'],Unknown,0.6829999999999999,0.738,0.416,Upbeat,,,
00LJksrmM6GV9AjEgW9BBM,"Dolly Suite, Op. 56: II. Mi-a-ou. Allegro vivo","['Gabriel Fauré', 'Robert Casadesus', 'Gaby Casadesus']","historic piano performance, classical, french classical piano, post-romantic era",0.441,0.565,0.142,Neutral,Erik Satie & Friends,2016-04-01,https://i.scdn.co/image/ab67616d000048510d3d783124fd96e37b6feee4
00LSN4p58dGFzgK5TIwKOv,Hallet Ya Rabea,['Mohammed Abdel Wahab'],"belly dance, arab folk, classic arab pop",0.526,0.351,0.192,Neutral,Aghany Film Mamnoa El Hob Pt.1,1941-12-31,https://i.scdn.co/image/ab67616d00004851d82d5b2e872f1ae461c569ff
00MTFrIN7iVmuXSrk7uZHo,Часть 81.4 & Часть 82.1 - Прощай оружие,['Эрнест Хемингуэй'],Unknown,0.624,0.722,0.226,Upbeat,Прощай оружие,1929,https://i.scdn.co/image/ab67616d00004851be67b9ca4759e602c30f60fb
00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,['Avril Lavigne'],"pop, candy pop, dance pop, canadian pop",0.484,0.487,0.9,Neutral,Let Go,2002-06-04,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240
00MzW0XvVaoEsgEtOJxZxS,The Grey Goose (155-B),['Lead Belly'],"country blues, acoustic blues, traditional blues, texas blues, blues, delta blues",0.768,0.564,0.196,Upbeat,Leadbelly ARC & Library of Congress Recordings Vol. 4 (1935-1938),1938,https://i.scdn.co/image/ab67616d00004851ff6b3a315ec7d68bfe7ba3c9
00NH6J5nIqNXUvtBw25ZO2,Africa Here I Come,['Lord Invader'],calypso,0.969,0.696,0.742,Upbeat,Yankee Dollar,1940-01-01,https://i.scdn.co/image/ab67616d00004851c6b6eeedc08b848cf21dce5a
00NUjJ0ef50eXmTtIahc5v,Sleigh Ride,['Leroy Anderson'],"easy listening, american modern classical, space age pop",0.813,0.416,0.597,Upbeat,The Leroy Anderson Collection,1988-09-15,https://i.scdn.co/image/ab67616d0000b27321792a065127168e1eb55812
00O14Zgfecby2lHdxuKXm9,Mademoiselle de Paris,"['Nilla Pizzi', 'Duo Fasano']",classic italian pop,0.3670000000000001,0.332,0.0233,Sad,,,
00PLtXXER1XcTRZvs3LioS,Get The Funk Out Ma Face,['The Brothers Johnson'],"funk, jazz funk, post-disco, disco, classic soul, quiet storm, soul, p funk",0.7909999999999999,0.88,0.57,Upbeat,Look Out For #1,1976-01-01,https://i.scdn.co/image/ab67616d0000b273537ebc1940f248ab6f1b42f3
00PPopDfcYt0QOu8vxMqm5,Rumoreando - Remasterizado,"['Francisco Canaro', 'Charlo']","orquesta tipica, tango, vintage tango",0.531,0.665,0.132,Neutral,"Colección Completa, Vol. 43 (Remasterizado)",1929-11-06,https://i.scdn.co/image/ab67616d000048518fa9176fc17a8131879ed501
00Q5Vq4WlXSiel7ZztC3nc,Perasan xronia,"['Miliaris', 'Savaris', 'Lousien']",Unknown,0.8,0.316,0.349,Upbeat,,,
00QAndVDVfNqNWYdWAhEan,Who Wants To Live Forever - Remastered 2011,['Queen'],"glam rock, classic rock, rock",0.0383,0.135,0.399,Sad,Greatest Hits II,1991-10-28,https://i.scdn.co/image/ab67616d0000b273c12b6aa3d50150032e455286
00Qhyq1JxQFGPnL0Cy3qXa,Часть 205.3 & Часть 206.1 - Триумфальная арка,['Эрих Мария Ремарк'],Unknown,0.61,0.69,0.1669999999999999,Upbeat,,,
00QyLmjxaSEE8qIZQjBXBj,We Own It (Fast & Furious),"['2 Chainz', 'Wiz Khalifa']","hip hop, atl hip hop, pittsburgh rap, southern hip hop, trap, rap, pop rap",0.552,0.5539999999999999,0.899,Neutral,Fast & Furious 6,2013-01-01,https://i.scdn.co/image/ab67616d0000b27370772b281a0ec089721df570
00R47gvshWEp5YZxVYnR1e,Gin and Cocoanut Water,['Wilmoth Houdini'],calypso,0.894,0.795,0.466,Upbeat,The Cooks in Trinidad,1940-01-01,https://i.scdn.co/image/ab67616d000048517d86bc3201e7b63538472a57
00ReeHCY0FQUyuAUyPJdnk,Ain't No Future In Yo' Frontin',"['MC Breed', 'DFC']","flint hip hop, brazilian punk, gangster rap",0.731,0.672,0.7609999999999999,Upbeat,MC Breed & DFC,1991-01-01,https://i.scdn.co/image/ab67616d0000b273d57b1c77c5d70df7a11d5f5a
00Ro1lnV3V6i87aY4t8Q43,La rebelion,['Joe Arroyo'],"salsa, tropical, salsa colombiana",0.875,0.5710000000000001,0.755,Upbeat,Sabor a Salsa,2007-05-12,https://i.scdn.co/image/ab67616d0000b27364b4a6c22b44342947a9b5e4
00RuTdbcWPRIvUO71qRS4Z,Because It's Love,['Jack Jackson & His Orchestra'],british dance band,0.6609999999999999,0.659,0.0956,Upbeat,"Blue River, Roll On, Vol. 4",1934,https://i.scdn.co/image/ab67616d000048518f6b70893e5c69d41a72429e
00SUYm9eRFIMm5A1L9iWF9,Biological Speculation,['Funkadelic'],"funk rock, funk, classic soul, soul, psychedelic soul, p funk",0.861,0.5660000000000001,0.716,Upbeat,,,
00SmB7n85SKROGjybsyq5i,Bongo Bong,['Manu Chao'],Unknown,0.964,0.755,0.545,Upbeat,,,
00TKYw1KWQ3bnbZOmGQDvO,Часть 7.3 - Зеленые холмы Африки,['Эрнест Хемингуэй'],Unknown,0.579,0.67,0.0882,Neutral,Зеленые холмы Африки,1935,https://i.scdn.co/image/ab67616d00004851d7cd250c7962ca169a082263
00TuAlmDT4ILjpoQEIsRlP,Please Come Home For Christmas,['Aaron Neville'],Unknown,0.472,0.456,0.4970000000000001,Neutral,,,
00U1MDChdOTxWwtKoOoBXE,Stay (I Missed You),['Lisa Loeb'],"ectofolk, lilith, pop rock, new wave pop, singer-songwriter",0.349,0.612,0.591,Sad,Stay (I Missed You),1994-05-17,https://i.scdn.co/image/ab67616d0000b273ae5d490ee490c3ee46f65ec0
00V6rYQ0nyE5KOLDMAlloC,I Must Have That Man!,['Billie Holiday'],"jazz blues, adult standards, jazz, torch song, harlem renaissance, soul, swing, vocal jazz",0.338,0.451,0.171,Sad,Lady Sings The Blues,1956-01-01,https://i.scdn.co/image/ab67616d00004851bcbe631265927b8ed01ac276
00WSpgbMpFbRWk4GyidmVm,"Waldszenen, Op. 82: 8. Jagdlied","['Robert Schumann', 'Robert Casadesus']","historic piano performance, early romantic era, german romanticism",0.5529999999999999,0.424,0.26,Neutral,,,
00WvmRXTkPBZNhhRK3xfdy,As Long as You Love Me,['Backstreet Boys'],"boy band, pop, dance pop",0.753,0.775,0.816,Upbeat,Backstreet Boys,1996,https://i.scdn.co/image/ab67616d0000b273dafd4b9261a1ab9acd53a53d
00WwIdBVbLYRNbDpA4n9I5,Ain't Nothin' To It,['Fats Waller'],"vintage jazz, tin pan alley, jazz, jazz piano, stride, swing, harlem renaissance, dixieland",0.64,0.645,0.285,Upbeat,"If You Got To Ask, You Ain't Got It!",1926,https://i.scdn.co/image/ab67616d000048513169bf80e62237b5d014900d
00XXUBsdOe8cLPo2p64Dd3,Even Now,['Bob Seger'],"heartland rock, hard rock, country rock, classic rock, album rock, rock, detroit rock, singer-songwriter, mellow gold, soft rock",0.7609999999999999,0.475,0.954,Upbeat,The Distance,1982-12-01,https://i.scdn.co/image/ab67616d0000b273910ed361d2c1703fd579542f
00Xa5ouRfqsApqBlq9eLYr,Panagioula,['Mixalis Xatzis'],Unknown,0.805,0.476,0.204,Upbeat,,,
00Y9r5SfbDdEjJhNg7laQr,"Top Gun Anthem - From ""Top Gun"" Original Soundtrack","['Harold Faltermeyer', 'Steve Stevens']","german soundtrack, synthpop, synthesizer",0.14,0.423,0.6509999999999999,Sad,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),1999-01-01,https://i.scdn.co/image/ab67616d0000b273fa183fdd680f1d249ba2f893
00ZoQFjisje8cmTJKpO3uQ,Tristeza Criolla - Remasterizado,['Ignacio Corsini'],vintage tango,0.564,0.291,0.153,Neutral,"Colección Completa, Vol. 6 (Remasterizado)",1924-03-29,https://i.scdn.co/image/ab67616d0000485112a2f649d5740e1b6aff1f6c
00bFUlqhjGDOiwjEzK9TnI,C'è Una Casetta Piccina,['Alberto Rabagliati'],swing italiano,0.297,0.256,0.219,Sad,Il Primo Divo D'italia,1947-06-17,https://i.scdn.co/image/ab67616d00004851ed2344bdb213e235787149a6
00bOhb4584JjyfTiXX81mO,The Weight,['The Staple Singers'],"chicago soul, memphis soul, classic soul, soul, southern soul",0.4970000000000001,0.629,0.387,Neutral,Soul Folk In Action,1968-01-01,https://i.scdn.co/image/ab67616d000048514661b91352e999fa4f21b8e4
00cs7mlkTcIIoWnm8G0U0l,Wigwam,['Bob Dylan'],"country rock, classic rock, folk, folk rock, rock, singer-songwriter, roots rock",0.227,0.407,0.47,Sad,,,
00dYkxYZB1sChcRL6aUK85,A Lo Lejos - Remasterizado,['Ignacio Corsini'],vintage tango,0.746,0.439,0.158,Upbeat,"Colección Completa, Vol. 6 (Remasterizado)",1924-03-29,https://i.scdn.co/image/ab67616d0000485112a2f649d5740e1b6aff1f6c
00dsCpONpvk7p8L2gR8CTN,Часть 196.3 & Часть 197.1 - По ком звонит колокол,['Эрнест Хемингуэй'],Unknown,0.612,0.72,0.126,Upbeat,,,
00ewK9Kpoi6c22txK9Zg3L,It's Only A Paper Moon,['Dion & The Belmonts'],"rockabilly, doo-wop, brill building pop, rock-and-roll",0.8109999999999999,0.464,0.509,Upbeat,Wish Upon A Star,1960-01-01,https://i.scdn.co/image/ab67616d00004851318c9027bcae3d352bed7462
00fyMzz6xVK3Atx476wiVE,Limehouse Blues,['The Pied Pipers'],vocal harmony group,0.789,0.67,0.428,Upbeat,What is This Thing Called Love?,1942-06-20,https://i.scdn.co/image/ab67616d000048510343f053ee05ce219f6c7ad3
00g6cbdYZuwVW3MJYOuDAs,Don't Cry Baby,"['Les Paul', 'Mary Ford']",space age pop,0.216,0.629,0.173,Sad,Bye Bye Blues,1952-01-01,https://i.scdn.co/image/ab67616d0000485169e593689c50e5fd78d2af8d
00hoJAeDBiFd9SPBfw6rqI,Monk's Mood - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,['Thelonious Monk'],"jazz trio, contemporary post-bop, jazz, jazz piano, bebop",0.1689999999999999,0.408,0.239,Sad,"Genius Of Modern Music (Vol.1, Expanded Edition)",1951,https://i.scdn.co/image/ab67616d00004851c4c99d6b212f741ba28c5a61
00i2HU7TEzzftShjRrDSEF,Changes,"['2Pac', 'Talent']","g funk, hip hop, gangster rap, west coast rap, rap",0.316,0.865,0.657,Sad,The Best of 2Pac,2007-12-03,https://i.scdn.co/image/ab67616d0000b273c1c10d28c1887c2bb1f6b2fa
00jK3BvNcO3lf2TdxHwo9d,Fantasio - Remasterizado,['Francisco Canaro'],"orquesta tipica, tango, vintage tango",0.352,0.589,0.254,Sad,"Época Acústica, Vol. 5 (Remasterizado)",1924-07-11,https://i.scdn.co/image/ab67616d00004851ae9f8afdab3b95f90f4c9dee
00kvKlIvfzQLSi6T2zwXuS,Strawberry Letter 23,['The Brothers Johnson'],"funk, jazz funk, post-disco, disco, classic soul, quiet storm, soul, p funk",0.752,0.73,0.622,Upbeat,Right On Time,1977-01-01,https://i.scdn.co/image/ab67616d0000b273503ce073e351c0987d21eb61
00meczE1jpLTX0BBzIGrAR,Big Girls Don't Cry,['Frankie Valli & The Four Seasons'],"doo-wop, lounge, northern soul, bubblegum pop, adult standards, rockabilly, rock-and-roll",0.843,0.764,0.84,Upbeat,Sherry and 11 Other Hits,1962-10-01,https://i.scdn.co/image/ab67616d00004851dee7f5252c91824a57882177
00nCUS4wDMiWZqmpDj1b1S,Last Night I Didn't Get to Sleep at All - Remastered 1997,['The 5th Dimension'],"sunshine pop, motown, bubblegum pop, adult standards, disco, folk rock, singer-songwriter, mellow gold, soft rock",0.551,0.6629999999999999,0.58,Neutral,,,
00oHVAstyM08Q82e2XYvkS,Main Theme: The Addams Family - Vocal Version,['Vic Mizzy and His Orchestra and Chorus'],Unknown,0.879,0.7909999999999999,0.5579999999999999,Upbeat,The Addams Family (Original Music From The T.V. Show),1991-11-12,https://i.scdn.co/image/ab67616d0000b273f9a975a01c9e3255376430e9
00oZhqZIQfL9P5CjOP6JsO,Tomorrow Never Knows - Remastered 2009,['The Beatles'],"british invasion, classic rock, merseybeat, psychedelic rock, rock",0.0534,0.38,0.8290000000000001,Sad,Revolver (Remastered),1966-08-05,https://i.scdn.co/image/ab67616d0000485128b8b9b46428896e6491e97a
00odm77uCY7eUfLAYMq5XQ,Lord I Just Can't Keep From Crying,['Blind Willie Johnson'],"country blues, traditional blues, texas blues, blues, gospel blues, acoustic blues",0.393,0.613,0.109,Sad,Dark Was The Night (Mojo Workin'- Blues For The Next Generation),1928,https://i.scdn.co/image/ab67616d00004851ca26ce52fd1ac32db22ecacc
00pGV4EInVd77cnOIwPTCv,Papa's Got A Brand New Bag,['James Brown'],"vocal jazz, funk, soul",0.925,0.738,0.541,Upbeat,Star Time,1991-01-01,https://i.scdn.co/image/ab67616d0000b273818c45ca29446e7352ba187f
00q2U65hySQthO3p0vWmSc,Julie Ann Johnson (240-A-4),['Lead Belly'],"country blues, acoustic blues, traditional blues, texas blues, blues, delta blues",0.935,0.496,0.149,Upbeat,Leadbelly ARC & Library of Congress Recordings Vol. 1 (1934-1935),1935,https://i.scdn.co/image/ab67616d00004851dc892b9c3c6b424c7e52939b
00qCCfzx9yQE0FvmP80SKz,Часть 24.4 & Часть 25.1 - По ком звонит колокол,['Эрнест Хемингуэй'],Unknown,0.6,0.705,0.0702,Neutral,,,
00qOE7OjRl0BpYiCiweZB2,Juke Box Hero,['Foreigner'],"hard rock, classic rock, album rock, glam metal, rock, mellow gold, soft rock",0.522,0.357,0.653,Neutral,4 (Expanded),1981,https://i.scdn.co/image/ab67616d0000b2733cd67ccf241ae843f6da62f3
00qP28OLPa3PQ7EmWBsaMK,Adoro,['Armando Manzanero'],Unknown,0.402,0.535,0.456,Neutral,,,
00qTlNBM62qVriou9qedWC,Sus Ojos Se Cerraron - Remasterizado,"['Francisco Canaro', 'Nelly Omar']","orquesta tipica, tango, vintage tango",0.597,0.506,0.267,Neutral,,,
00r40cNOJTjlNw5cG4ADHf,Dog & Butterfly,['Heart'],"hard rock, classic rock, album rock, glam metal, new wave pop, rock, singer-songwriter, mellow gold, soft rock",0.422,0.657,0.314,Neutral,Dog & Butterfly,1978-10-07,https://i.scdn.co/image/ab67616d0000b273328ab77d37d0dfba8917a96c
00rC38CxKlB12JUrFlTtdo,Boogie Shoes,['KC & The Sunshine Band'],"disco, new wave pop, soul, mellow gold, soft rock",0.963,0.872,0.8390000000000001,Upbeat,Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition),1977-11-15,https://i.scdn.co/image/ab67616d0000b273c129b7e46bb0d8b054dae51f
00rDcOb5oBm6tUvhDnDhdJ,San Franciscan Nights,"['Gábor Szabó', 'The California Dreamers']",spiritual jazz,0.406,0.564,0.229,Neutral,"Wind, Sky And Diamonds",1967-09-14,https://i.scdn.co/image/ab67616d0000485128c21fe0b05400c0053b4110
00rVVr8xS9u2rUov5uZrm8,"Onward, Christian Soldiers","['Arthur Sullivan', 'The Tabernacle Choir at Temple Square', 'Richard P. Condie', 'Alexander Schreiner', 'The Philadelphia Brass Ensemble & Percussion']","american choir, operetta, victorian britain, late romantic era, lds",0.35,0.463,0.285,Sad,Rock of Ages - 30 Favorite Hymns (with The Philadelphia Brass Ensemble & Percussion & Alexander Schreiner),1960,https://i.scdn.co/image/ab67616d00004851923fcab6bee801b9f9f649a6
00sydAz6PeOxYzwG1dRIPi,Search and Destroy [2023 Remaster] - Iggy Mix,['The Stooges'],"permanent wave, alternative rock, punk, protopunk, detroit rock",0.241,0.235,0.977,Sad,Raw Power (Iggy Mix - 2023 Remaster),1973-02-06,https://i.scdn.co/image/ab67616d000048514429b4094784314865fd09fd
00t7QTffOR3SA3L1BvSQVq,Suicidal Thoughts - 2005 Remaster,['The Notorious B.I.G.'],"hardcore hip hop, east coast hip hop, hip hop, gangster rap, rap",0.0788,0.506,0.505,Sad,Ready to Die (The Remaster; 2015 Remaster),1994-09-13,https://i.scdn.co/image/ab67616d0000b273dde04ab1a3c256602de5b2e7
00tKAMEpapyBcrVuSXIYbM,You Made Me Love You,['Harry James'],"swing, jazz trumpet, big band",0.233,0.439,0.19,Sad,Best Of The Big Bands,1990-06-19,https://i.scdn.co/image/ab67616d0000485195bba6df81c05c5dc25b898c
00tUdMxsohc6YXRWhwQWsC,Big 3 Stomp,['Willie Dixon'],"chicago blues, traditional blues, jump blues, electric blues, blues",0.8290000000000001,0.763,0.416,Upbeat,Poet Of the Blues (Mojo Workin'- Blues For The Next Generation),1947,https://i.scdn.co/image/ab67616d0000485100a4008af1d4630c52988367
00uFZRE3jnGnxaWsPzjIrt,Thinking of You,['Sarah Vaughan'],"torch song, jazz, vocal jazz",0.0876,0.242,0.173,Sad,After Hours,1955-04-12,https://i.scdn.co/image/ab67616d000048517bc42f3bfb5b7cfe28fbee25
00vJeips2Rwr2qN1qODvyf,Harbor Lights,['Sammy Kaye and His Orchestra'],man's orchestra,0.155,0.3229999999999999,0.0872,Sad,16 Most Requested Songs Of The 1950s. Volume Two,2008-09-16,https://i.scdn.co/image/ab67616d0000485185e3b1a8039abef513d43f9c
00vYs0qZA40Z8AAaN7xmMO,Manic Monday,['The Bangles'],"jangle pop, album rock, new wave pop, paisley underground, new romantic, new wave, soft rock",0.853,0.685,0.594,Upbeat,Different Light (Expanded Edition),1986-01-10,https://i.scdn.co/image/ab67616d0000b2734aaad3bb593721bcaa6827d6
00vfe8xUgPgat50qpmJiWj,"Partita No.4 in D Major, BWV 828: Sarabande","['Johann Sebastian Bach', 'William Kapell']","baroque, classical, german baroque, early music",0.283,0.297,0.12,Sad,,,
00viUMvYR4Smwuw6l1W4el,Tennessee Flat Top Box,['Rosanne Cash'],"lilith, country rock, classic country pop, folk, singer-songwriter",0.968,0.611,0.6940000000000001,Upbeat,,,
00vvqSz27GIK2GbL1wo0io,Lección de Ritmo - Remastered,['Orquesta Bizarros'],Unknown,0.777,0.503,0.602,Upbeat,Lección de Ritmo / El Carnaval de Río,1942-01-12,https://i.scdn.co/image/ab67616d000048510ff524b1c07ad12e16488dfd
