track_id,track_name,artist_names,genres,valence,danceability,energy,mood,album_name,release_date,album_cover_640x640
0tAxN0yikm9dmy5n4uqEzn,Canción de Cuna - Remasterizado,['Ignacio Corsini'],vintage tango,0.754,0.67,0.193,Upbeat,"Colección Completa, Vol. 18 (Remasterizado)",1928-05-14,https://i.scdn.co/image/ab67616d000048512a541373a8523743f11435be
0tBAT5NugCTPG3W5mKpbn4,Lungs,['Townes Van Zandt'],"outlaw country, classic texas country, folk, cosmic american, alternative country, singer-songwriter, roots rock",0.573,0.621,0.304,Neutral,Townes Van Zandt,1969-09,https://i.scdn.co/image/ab67616d000048513c883be3287c02f857e91c06
0tBbt8CrmxbjRP0pueQkyU,Wolves,"['Selena Gomez', 'Marshmello']","post-teen pop, edm, progressive electro house, brostep, pop",0.306,0.7240000000000001,0.804,Sad,Wolves,2017-10-25,https://i.scdn.co/image/ab67616d0000b273307910d4242c0d6b1fedf955
0tBlp6zZ4j238CbdXCYy7A,8 Million Stories,['A Tribe Called Quest'],"jazz rap, conscious hip hop, east coast hip hop, hip hop, golden age hip hop, queens hip hop",0.9,0.868,0.498,Upbeat,Midnight Marauders,1993-11-09,https://i.scdn.co/image/ab67616d0000b273f306af1dae08f81f9d6f1f9f
0tBo8Uj7BmK3E5UBVhON2v,King for a Day,['Thompson Twins'],"new romantic, new wave, synthpop, new wave pop",0.633,0.71,0.778,Upbeat,,,
0tBryHXHGSljjMIv7fiHBJ,"Sorge dich nicht - lebe! - Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden, Kapitel 22","['Dale Carnegie', 'Till Hagen', 'Stefan Kaminski']","motivation, guidance",0.5920000000000001,0.7070000000000001,0.31,Neutral,"Sorge dich nicht - lebe! [Die Kunst, zu einem von Ängsten und Aufregungen befreiten Leben zu finden (Leicht gekürzte Lesung)]",1944,https://i.scdn.co/image/ab67616d00004851a0f3341182fb80288939283a
0tCdkuGkgOTsbmGECStjYX,Desde Que Te Fuiste - Remasterizado,['Ignacio Corsini'],vintage tango,0.579,0.413,0.217,Neutral,"Colección Completa, Vol. 24 (Remasterizado)",1929-06-21,https://i.scdn.co/image/ab67616d00004851f06342fce98d88599408dc4b
0tF8dBQ9pzTQqAVOarOjGP,Sta sidera me valane,['Markos Vamvakaris'],"bouzouki, rebetiko",0.8959999999999999,0.65,0.8,Upbeat,"Ta Rempetika Tou Grammofonou, Νο. 5",1930-01-01,https://i.scdn.co/image/ab67616d0000b2738de08379e56be771924629cf
0tFPF1NL9pLqHg65tEABMa,Kapitel 15 - Karl III. Und Anna von Österreich,['Manfried Rössner'],Unknown,0.333,0.481,0.123,Sad,,,
0tFX3mUraX85YPzTwEHWs4,Night and Day - Take 1,['Billie Holiday'],"jazz blues, adult standards, jazz, torch song, harlem renaissance, soul, swing, vocal jazz",0.399,0.409,0.145,Sad,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),1933,https://i.scdn.co/image/ab67616d00004851452bd32b5454a87f36ad8e8c
0tFscEe2fMwsHflVPsyaAD,House Of Broken Love,['Great White'],"glam metal, album rock, hard rock",0.49,0.581,0.468,Neutral,Twice Shy,1989-01-01,https://i.scdn.co/image/ab67616d0000b2739ce73f7cff58c8ac2cc5df82
0tGAa4JOqxZ9DhsEQrkpZy,Por Esa Yegua,['Liberación'],"tejano, grupero romantico, grupera, musica mexicana, gruperas inmortales, norteno, banda",0.885,0.7559999999999999,0.752,Upbeat,Con La Fuerza Del Destino,1992-01-01,https://i.scdn.co/image/ab67616d0000b2737a425908b20d16771ae09fa6
0tGmi6ucl76KZ0vZEL8gcP,El Huasicama,['Carlota Jaramillo'],"cumbia ecuatoriana, folklore ecuatoriano",0.8959999999999999,0.68,0.351,Upbeat,Amor Imposible,1935-01-01,https://i.scdn.co/image/ab67616d00004851f6a4e860f5fff824300a7c41
0tHOTQBn2M4CD2dcyHivth,Burn,['The Cure'],"uk post-punk, permanent wave, new wave, rock",0.508,0.574,0.915,Neutral,,,
0tHcXWIYt99GY8BONrPIfA,That's All Right,['Elvis Presley'],"rockabilly, rock-and-roll",0.696,0.655,0.405,Upbeat,For LP Fans Only,1959-01-23,https://i.scdn.co/image/ab67616d000048515e4c9a47023c30429966ed6e
0tJj8qQQncuRFnA4PrXmUS,The Look - Digitally Remastered 1998,['Dean Martin'],"easy listening, adult standards, vocal jazz, lounge",0.698,0.7,0.379,Upbeat,This Is Dean Martin,1958,https://i.scdn.co/image/ab67616d000048512f13fcfe011d340e9c69923e
0tJujki11m1UNZ16tClZEl,It's Too Late,['Otis Redding'],"memphis soul, classic soul, soul, soul blues, vocal jazz, southern soul",0.684,0.643,0.092,Upbeat,The Great Otis Redding Sings Soul Ballads,1965-03,https://i.scdn.co/image/ab67616d000048515b76382492fe487d46de4c51
0tKbXsAKBSZUE1vlP9Zr1S,Wonderful Girl,['Dion & The Belmonts'],"rockabilly, doo-wop, brill building pop, rock-and-roll",0.187,0.259,0.249,Sad,Presenting Dion And The Belmonts,1959-01-01,https://i.scdn.co/image/ab67616d000048517a609132064a415169a915cc
0tKjVEJlX3IZ5L1rEJc5hh,When I See You Smile,['Bad English'],"glam metal, album rock, soft rock, hard rock",0.33,0.495,0.609,Sad,Bad English,1989-06-15,https://i.scdn.co/image/ab67616d0000b2739b5df9355cf2a5465038b740
0tMSssfxAL2oV8Vri0mFHE,listen before i go,['Billie Eilish'],"pop, art pop",0.0819999999999999,0.319,0.0561,Sad,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
0tNuJpBgtE65diL6Q8Q7fI,On & On,['Erykah Badu'],"alternative r&b, r&b, neo soul, afrofuturism",0.346,0.762,0.403,Sad,Baduizm,1997-01-01,https://i.scdn.co/image/ab67616d0000b273b5e18a80757ba2f787213d21
0tOCULBiOd2RcRSM2kJNhr,Feelin' Stronger Every Day,['Chicago'],"yacht rock, classic rock, album rock, rock, mellow gold, soft rock",0.6940000000000001,0.398,0.6859999999999999,Upbeat,Chicago IX: Chicago's Greatest Hits,1975-11-10,https://i.scdn.co/image/ab67616d000048510ac413b28547dbc45412a3ce
0tOMdlclNaInnnYIIvLz18,Barrio Pobre - Remastered,['Carmen Duval'],Unknown,0.279,0.473,0.159,Sad,Entre Sueños / Barrio Pobre,1928-01-01,https://i.scdn.co/image/ab67616d0000b273acc8e66bc2d6249986f54a29
0tOWqDssCd9yTMmB9XeRyG,Well-A-Poppin',['Buck Clayton'],Unknown,0.921,0.742,0.193,Upbeat,,,
0tP8C2xfzkLSPV71P4Pe9w,No Tengo Amigos - Instrumental (Remasterizado 2018),['Francisco Canaro'],"orquesta tipica, tango, vintage tango",0.913,0.7759999999999999,0.212,Upbeat,"Colección Completa, Vol. 1 (Remasterizado)",1926-08-15,https://i.scdn.co/image/ab67616d0000b273fd8c23b2d67ba51682bc7390
0tPQdmoKy7u8FTYkri3lJi,Chapter 1.19 - Zamek kaniowski,['Seweryn Goszczyński'],Unknown,0.8,0.7390000000000001,0.219,Upbeat,Zamek kaniowski,1928,https://i.scdn.co/image/ab67616d00004851a28c2f671e3666851e718f80
0tPXaLMdNve22CgtE7ll7j,Finale: Sands of Time,"['Alfred Drake', 'Richard Kiley', 'Doretta Morrow', 'Kismet Ensemble']",vintage broadway,0.124,0.269,0.202,Sad,Kismet: A Musical Arabian Night (Original Broadway Cast Recording),1953,https://i.scdn.co/image/ab67616d00004851f93ea35a092f3425fff5e0ef
0tRFBBUwFst4lPjiOtTQ6k,"5 Bagatelles: No. 1, Allegro","['William Walton', 'Julian Bream']",Unknown,0.218,0.448,0.114,Sad,,,
0tRfDFzKZd3WzW3hjj2DaH,H αμαρτωλή,['Σταύρος Καλούμενος'],Unknown,0.392,0.389,0.281,Sad,Ρεμπέτικα τραγούδια που εκδόθηκαν στις ΗΠΑ (1920 - 1940),1930-01-01,https://i.scdn.co/image/ab67616d0000b2732ffad6c046f6c2eb078a4809
0tS6UHLb5ZkT3sOYfti9lO,Blues in a Riff,['Stan Kenton & His Orchestra'],"man's orchestra, swing, jazz orchestra, big band",0.618,0.537,0.804,Upbeat,Gone With the Wind,1930,https://i.scdn.co/image/ab67616d0000b273ba5ee84d9335e42c377cbf98
0tSHa0B8x4DfLtKdfhd7Zn,Bruno Walter Rehearses the Siegfried-Idyll,"['Richard Wagner', 'Bruno Walter', 'Columbia Symphony Orchestra']","classical, historic orchestral performance, orchestra, orchestral performance, german romanticism, late romantic era, german opera, classical performance",0.119,0.235,0.0934,Sad,,,
0tTEewiwJ8WpQrFE7MWHBj,How Can I Tell You,['Yusuf / Cat Stevens'],"classic rock, folk, folk rock, singer-songwriter, mellow gold, british folk, soft rock",0.154,0.536,0.183,Sad,Teaser And The Firecat,1971-01-01,https://i.scdn.co/image/ab67616d00004851bdcddb67975065e17a0cb168
0tURbnatc9qCxlYpXuPK8I,A Place In The Sun,['Stevie Wonder'],"motown, soul",0.7290000000000001,0.561,0.447,Upbeat,Down To Earth,1966-11-01,https://i.scdn.co/image/ab67616d000048510d395a1a81b039cd561d71d7
0tUq1zaYNoV6ZiYRU2bjqf,"On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans)","['Miles Davis', 'John Coltrane', 'Cannonball Adderley', 'Bill Evans']","soul jazz, jazz fusion, cool jazz, jazz blues, contemporary post-bop, jazz trumpet, jazz, jazz saxophone, free jazz, jazz piano, bebop, hard bop, soul, vocal jazz",0.361,0.429,0.304,Sad,Kind Of Blue (Legacy Edition),1959-08-17,https://i.scdn.co/image/ab67616d000048510ebc17239b6b18ba88cfb8ca
0tV8pOpiNsKqUys0ilUcXz,Rise Up,['Andra Day'],r&b,0.174,0.398,0.316,Sad,Cheers to the Fall,2015-08-28,https://i.scdn.co/image/ab67616d0000b273ccd9af18cc83991382c9ab9a
0tVzXGFyNPusa1VkHmYDLd,Help Me,['Joni Mitchell'],"folk, canadian singer-songwriter, folk rock, singer-songwriter",0.67,0.579,0.536,Upbeat,Court and Spark,1974-01-17,https://i.scdn.co/image/ab67616d000048519569f3e5cca8dce07cc7e5a7
0tWEB6BxbI48XN79QE1JbT,Everybody's Fool,['Evanescence'],alternative metal,0.296,0.4370000000000001,0.835,Sad,Fallen,2003-03-04,https://i.scdn.co/image/ab67616d0000b27325f49ab23f0ec6332efef432
0tWof8xKmUD2V7oQYI4ADN,The Dying Cowboy,['Cisco Houston'],"american folk revival, traditional folk, appalachian folk",0.451,0.429,0.0281,Neutral,Cowboy Ballads,1952-01-01,https://i.scdn.co/image/ab67616d0000485188308b8b428f5770bce39d61
0tXPhc8LvM4dPvoRwI66XQ,I'll Be Home for Christmas,['Michael Bublé'],"lounge, adult standards, jazz pop, canadian pop",0.141,0.282,0.101,Sad,Christmas,2011-10-24,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
0tYDJiq8vCYgGIwD0CPc6o,Of Thee I Sing,['Stan Getz'],"cool jazz, jazz, jazz saxophone, latin jazz, samba-jazz, vocal jazz, bossa nova, bebop",0.552,0.565,0.284,Neutral,West Coast Jazz - Expanded Edition,1955-01-01,https://i.scdn.co/image/ab67616d00004851f2800af5f365c2552e91529e
0tYJ6uY0ETQOtOM8KySMSp,Mean Mistreater,['Johnny Winter'],"blues rock, country rock, classic rock, traditional blues, texas blues, modern blues, electric blues, blues",0.578,0.5539999999999999,0.49,Neutral,Johnny Winter,1969,https://i.scdn.co/image/ab67616d0000485105e6346e31e001003b24cb21
0tYvYBZmF8xsB2zhZCkLJs,Body and Soul - Live,['Benny Goodman'],"vintage jazz, adult standards, jazz, jazz clarinet, swing, dixieland, vocal jazz, big band",0.58,0.451,0.322,Neutral,Live At Carnegie Hall-1938 Complete,1938,https://i.scdn.co/image/ab67616d00004851c3e571a0b30565181e0f36f4
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,['Rage Against The Machine'],"political hip hop, alternative metal, conscious hip hop, alternative rock, hard rock, rap metal, funk metal, rock, rap rock, nu metal, post-grunge",0.5720000000000001,0.412,0.919,Neutral,Evil Empire,1996-04-16,https://i.scdn.co/image/ab67616d0000b273053f006079bce979e5fef1e1
0tZIXqGe17ZYIqmq7l6W5d,St. James Infirmary,['Louis Armstrong & His Savoy Ballroom Five'],Unknown,0.531,0.682,0.168,Neutral,Volume IV - Louis Armstrong And Earl Hines,1928,https://i.scdn.co/image/ab67616d00004851882722e12859ae12dbebe257
0tZvwtLaTlcrPpiSVFh5vs,The Maladjusted Jester,['Danny Kaye'],"lounge, tin pan alley, adult standards, comic, swing, big band",0.654,0.564,0.585,Upbeat,The Court Jester (Original Motion Picture Soundtrack),1955-01-01,https://i.scdn.co/image/ab67616d00004851479f7bd3af2115bd4dfca5ec
0taRW8bPp2xW6ewm6PDMTZ,I Thought It Was You,['Herbie Hancock'],"jazz fusion, contemporary post-bop, jazz funk, jazz, instrumental funk, jazz piano",0.7170000000000001,0.7290000000000001,0.787,Upbeat,,,
0tb6Cr31bRQNG6n5k6b7Zb,Return to the Cabin,['Charlie Chaplin'],classic soundtrack,0.224,0.407,0.249,Sad,The Gold Rush (Original Motion Picture Soundtrack),1942,https://i.scdn.co/image/ab67616d00004851bd86d4cb3e75d31ba39e03a5
0tbBOdUJCTPzscQr9ZzCxl,Good Evening,"['Henry Hall', 'The BBC Dance Orchestra']",british dance band,0.445,0.484,0.19,Neutral,"Singing in the Moonlight, Vol. 3",1932,https://i.scdn.co/image/ab67616d000048511704ad4018a4dfe6f53e6c3b
0tbLiwkqvzQnDaRQUKBgrD,Yeh Raat Yeh Chandni,['Hemant Kumar'],"classic bollywood, rabindra sangeet, filmi",0.616,0.441,0.303,Upbeat,Jaal (Original Motion Picture Soundtrack),1952-12-01,https://i.scdn.co/image/ab67616d0000485116e037af47de21a01f43ace0
0tbjiOUl4k492KPdWZS9sy,7 Summers,['Morgan Wallen'],contemporary country,0.59,0.457,0.774,Neutral,7 Summers,2020-08-14,https://i.scdn.co/image/ab67616d0000b273b00fc73517a7d56a85601e4a
0tbsf4Iz2sPkdtm6X5KAy2,Io mammeta e tu - Musical base Version,['Orchestra Studio 7'],Unknown,0.5329999999999999,0.7490000000000001,0.361,Neutral,,,
0tdwf9qIzxx1iWXfEHzTxH,Jhoola Dheere Jhoola Gori,['D.P. Korgaonkar'],Unknown,0.393,0.653,0.104,Sad,,,
0te7atDlEEBZUN4e468F6O,Conception,"['Miles Davis', 'Sonny Rollins']","jazz fusion, cool jazz, contemporary post-bop, jazz trumpet, jazz, jazz saxophone, bebop, hard bop, soul, vocal jazz",0.7120000000000001,0.38,0.396,Upbeat,Conception,1951-10-05,https://i.scdn.co/image/ab67616d0000485113c6b52009fe5ecd59a0bb93
0teJ5Wq0nJ4NjgpCwE35LC,"Introduction et Rondo capriccioso, Op. 28: II. Rondo Caprice","['Camille Saint-Saëns', 'Orchestra of the Royal Danish Theatre', 'Thomas Jensen', 'Emil Telmanyi']","french romanticism, late romantic era, classical",0.285,0.342,0.225,Sad,The Orchestra of Royal Danish Theatre - The 40's recordings,1943,https://i.scdn.co/image/ab67616d000048516673016d54d3005db0e16b93
0tfx1MxzXOK1FNcmmmGnnz,Peggy Day,['The 1937 Flood'],Unknown,0.7490000000000001,0.423,0.361,Upbeat,,,
0tgVpDi06FyKpA1z0VMD4v,Perfect,['Ed Sheeran'],"singer-songwriter pop, pop, uk pop",0.168,0.599,0.448,Sad,÷ (Deluxe),2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
0tgjnOlps2Hc798rOYGpvi,Experiencia Religiosa,['Enrique Iglesias'],"latin pop, dance pop, mexican pop",0.457,0.647,0.629,Neutral,Enrique Iglesias,1995-11-23,https://i.scdn.co/image/ab67616d0000b2730aab643232cb0f0a78349929
0tjQDSS7GcnMATrqvpjgDI,"Night, Pt. 3: Minstrels",['George Winston'],"new age piano, new age",0.284,0.475,0.049,Sad,December,1982-01-01,https://i.scdn.co/image/ab67616d0000b2733c16f4d2add2068ea242918a
0tlfw6PGBvOc0pl2H6glvR,Añoranza - Remasterizado,['Ignacio Corsini'],vintage tango,0.531,0.426,0.0828,Neutral,"Colección Completa, Vol. 7 (Remasterizado)",1925-04-25,https://i.scdn.co/image/ab67616d000048512adb9aa58175003872ade7a1
0tmMcudcr6z2AlW0eINphC,Cada Loco Con Su Tema,"['Sylvia de Grasse', 'Avelino Muñoz']",Unknown,0.94,0.7929999999999999,0.514,Upbeat,,,
0tmlMGrXertSH3BTJEQeIj,Loveless Love (with Benny Carter & His All Star Orchestra) - Take 2,"['Billie Holiday', 'Benny Carter & His All Star Orchestra']","jazz blues, adult standards, jazz, torch song, harlem renaissance, soul, swing, vocal jazz",0.616,0.609,0.105,Upbeat,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),1933,https://i.scdn.co/image/ab67616d00004851452bd32b5454a87f36ad8e8c
0tnoccuIlx6fS6dDpqVpUK,Le Grand Frisé,['Damia'],vintage chanson,0.461,0.527,0.177,Neutral,Anthologie De La Chanson Francaise 1931,1931,https://i.scdn.co/image/ab67616d00004851e65ede9e7701d49489b57ea0
0tp9eoX9x9RZ2STDVarBBs,Nobody Weird Like Me - Remastered 2003,['Red Hot Chili Peppers'],"funk rock, permanent wave, alternative rock, funk metal, rock",0.0918,0.1669999999999999,0.975,Sad,Mother's Milk,1989-08-16,https://i.scdn.co/image/ab67616d0000b27379ac84696fa8624e97684d27
0tpDrLecbPXySX6UrjOOSJ,Nineler Nineler Hanım Nineler,['Makbule Enver Hanım'],Unknown,0.593,0.58,0.276,Neutral,,,
0tpHOtXrJse9Ra0TEMVU13,O Holy Night,['Carpenters'],"adult standards, mellow gold, soft rock",0.0483,0.208,0.0728,Sad,Christmas Portrait (Special Edition/Reissue),1978-10-13,https://i.scdn.co/image/ab67616d0000b273d044360064a0177e4208a870
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,['Nas'],"conscious hip hop, hardcore hip hop, east coast hip hop, hip hop, gangster rap, rap, queens hip hop",0.887,0.665,0.91,Upbeat,Illmatic,1994-04-19,https://i.scdn.co/image/ab67616d0000b273045fc920ecf4f8094888ec26
0trkz4dMVsehy4bl3A4gbK,Desire,['Jackie Gleason'],"easy listening, lounge",0.0461,0.0957,0.316,Sad,,,
0tsjsdqOt5oi2pP624op3m,So,['War'],"motown, funk, classic soul, soul, p funk",0.107,0.422,0.149,Sad,Why Can't We Be Friends?,1975-01-01,https://i.scdn.co/image/ab67616d00004851341ade4ea8bdc1e4fd59de1b
0ttHpMs250dpFkCYAnuhnE,Good,['Better Than Ezra'],"pop rock, post-grunge",0.792,0.615,0.657,Upbeat,Deluxe,1995-02-28,https://i.scdn.co/image/ab67616d0000b273e8a83f22a1c4cfc2befff9e2
0ttipGf9tKRBGayR53Zy79,Por Una Mujer Bonita,['Pepe Aguilar'],"mariachi, musica mexicana, banda, ranchera, latin talent show",0.5379999999999999,0.478,0.485,Neutral,,,
0ttvHFPpktcWnrfOQpVAR4,Αγιά Σοφιά,['Μαρίκα Παπαγκίκα'],Unknown,0.721,0.335,0.45,Upbeat,,,
0tuyEYTaqLxE41yGHSsXjy,Won't Go Home Without You,['Maroon 5'],pop,0.41,0.737,0.615,Neutral,It Won't Be Soon Before Long.,2007-01-01,https://i.scdn.co/image/ab67616d0000b2739741173cf2b32dab39424538
0tvG2WUkKctaaFtf8M2hSt,Sundarta Ke Sabhi Shikari,['Talat Mahmood'],"classic bollywood, filmi, ghazal",0.644,0.4370000000000001,0.16,Upbeat,,,
0tvdfKd07mkdlRBh9kVWMs,Churrasqueando - Remasterizado,"['Francisco Canaro', 'Charlo']","orquesta tipica, tango, vintage tango",0.938,0.698,0.213,Upbeat,"Colección Completa, Vol. 59 (Remasterizado)",1931-12-12,https://i.scdn.co/image/ab67616d00004851652f4b14b58315fb6ebf4d8e
0tvgGHozahsxTxlQid02AG,Часть 61.2 - Зеленые холмы Африки,['Эрнест Хемингуэй'],Unknown,0.5579999999999999,0.784,0.199,Neutral,Зеленые холмы Африки,1935,https://i.scdn.co/image/ab67616d00004851d7cd250c7962ca169a082263
0txfcNqfEvdOxk9Ue35220,The Ballad of Jed Clampett,['Flatt & Scruggs'],"banjo, bluegrass gospel, bluegrass, traditional country",0.947,0.544,0.5379999999999999,Upbeat,16 Biggest Hits,1951,https://i.scdn.co/image/ab67616d00004851a6d59d687a8a219d47a83de5
0tz7K4ndTTqfNHiEG3B4jk,Παραπονιάρα μου,['Βαγγέλης Σοφρωνίου'],Unknown,0.628,0.3670000000000001,0.274,Upbeat,Η Σμύρνη των Ελλήνων (1924 - 1930),1930-01-01,https://i.scdn.co/image/ab67616d0000b273a238b2c99542b95bf0d8c732
0tzWyLaLxavif3kATuWGu0,Four Wheel Drive,['C.W. McCall'],"country rock, classic country pop, truck-driving country",0.913,0.507,0.716,Upbeat,C.W. McCall's Greatest Hits,1990-01-01,https://i.scdn.co/image/ab67616d0000b273183cad608b1e5a734f052710
0tzixmHNQfE6S6SirSToxW,El Ultimo Adiós - Varios Artistas Version,"['Ricky Martin', 'Alejandro Sanz', 'Thalia', 'Juan Luis Guerra 4.40', 'Gloria Estefan', 'Celia Cruz', 'Olga Tañón', 'Ricardo Montaner', 'Ana Gabriel', 'Jorge Hernández', 'Los Tigres Del Norte', 'Alicia Villarreal', 'Alejandro Fernández', 'Carlos Vives', 'Jaci Velasquez', 'Marco Antonio Solís', 'José José', 'Lucía Méndez', 'Jennifer Lopez', 'Emmanuel', 'Chayanne', 'Gilberto Santa Rosa', 'Paulina Rubio', 'Beto Zapata', 'La Ley', 'Ana Bárbara', 'Carlos Ponce', 'Jon Secada', 'Shakira', 'Gian Marco', 'Luis Fonsi', 'Yuri', 'Miguel Bosé', 'Wilkins', 'Gisselle', 'Melina Leon', 'Limi-T 21', 'Christina Aguilera', 'José Feliciano', 'José Luis Rodríguez']","mariachi, cha-cha-cha, tropical, cuban rumba, christian music, tejano, musica tradicional cubana, bachata, cancion melodica, latin pop, latin rock, bolero, rock en espanol, colombian pop, mambo, puerto rican rock, cantautor, musica mexicana, merengue, pop, new wave pop, norteno, puerto rican pop, salsa puertorriquena, peruvian rock, ranchera, vallenato, urban contemporary, salsa, pop romantico, dance pop, mexican pop, grupera, latin alternative, banda, latin arena pop, chilean rock, soft rock",0.285,0.276,0.5720000000000001,Sad,El Ultimo Adiós,2001-11-21,https://i.scdn.co/image/ab67616d0000b2734e19f670ace532c6c2202094
0u1TsGS1qF4fkne8pucpwj,"Piano Sonata No. 18 in D Major, K. 576: I. Allegro","['Wolfgang Amadeus Mozart', 'Claudio Arrau']","classical era, classical, latin american classical piano, classical piano",0.657,0.446,0.0973,Upbeat,Claudio Arrau - The Complete RCA Victor and Columbia Album Collection,1941,https://i.scdn.co/image/ab67616d0000485180d3484023eb4bb007a3c519
0u29UEm69aso9xlHKYtXdu,El Que Dirán - Instrumental (Remasterizado 2018),['Francisco Canaro'],"orquesta tipica, tango, vintage tango",0.8859999999999999,0.805,0.27,Upbeat,"Colección Completa, Vol. 1 (Remasterizado)",1926-08-15,https://i.scdn.co/image/ab67616d0000b273fd8c23b2d67ba51682bc7390
0u2CGItUO2jYEiFaXD7n5S,Wishing on a Star,['Rose Royce'],"motown, funk, post-disco, disco, classic soul, quiet storm, soul, southern soul",0.5529999999999999,0.333,0.422,Neutral,In Full Bloom,1977,https://i.scdn.co/image/ab67616d0000b273a9dd6842b248f3881167199e
0u2LbmKA70atp4J59QUnHW,Persona Ideal,"[""Adolescent's Orquesta""]",Unknown,0.84,0.464,0.511,Upbeat,,,
0u2O7vxu0i5aJAXGCwLsOS,"Orchestral Suite No. 2 in B Minor, BWV 1067: 6. Menuett","['Johann Sebastian Bach', 'Fritz Reiner', 'Pittsburgh Symphony Orchestra']","baroque, classical, american orchestra, orchestra, german baroque, early music",0.353,0.356,0.133,Sad,,,
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"['Billie Eilish', 'Khalid']","pop, pop r&b, art pop",0.12,0.351,0.296,Sad,lovely (with Khalid),2018-04-19,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c
0u2QMHIKMviLxV4afomuiP,Gemi Kalkar Sular Aka,['Bayan Sultan'],Unknown,0.515,0.382,0.222,Neutral,Akşam Olur / Gemi Kalkar Sular Akar (Anadolu Koşması),1924-12-18,https://i.scdn.co/image/ab67616d0000485135eeff876a533a0e8907a915
0u35Dpz37TY2M2j20RUdMf,Politik,['Coldplay'],"permanent wave, pop",0.063,0.262,0.482,Sad,A Rush of Blood to the Head,2002-08-27,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
0u3ezr9blFdT8HviGzdYB7,John Hardy,['Lead Belly'],"country blues, acoustic blues, traditional blues, texas blues, blues, delta blues",0.787,0.599,0.114,Upbeat,The Best of Leadbelly,1939-04-19,https://i.scdn.co/image/ab67616d00004851ac04a43f63daa76969e027ea
0u4N6w5lBw5xMrzJitRWUo,Corazón Sin Cara,['Prince Royce'],"latin pop, latin hip hop, urbano latino, bachata",0.957,0.7040000000000001,0.83,Upbeat,Prince Royce,2010,https://i.scdn.co/image/ab67616d0000b273a484690118ec2c7a2e2ae124
0u4htORODiTK9vHVA89MQX,Lovefool - Radio Edit,['The Cardigans'],"permanent wave, lilith, pop rock, swedish pop, new wave pop",0.951,0.64,0.602,Upbeat,First Band On The Moon,1996-09-17,https://i.scdn.co/image/ab67616d0000b27378933b5beedeb77912107905
0u5aO1GYsIhAWCPuXdwnak,Today - 2011 Remaster,['The Smashing Pumpkins'],"permanent wave, alternative metal, spacegrunge, alternative rock, grunge, rock",0.415,0.456,0.826,Neutral,Siamese Dream (Deluxe Edition),1993,https://i.scdn.co/image/ab67616d0000b2735274788f34fc7656d2856dfd
0u6Ctk0YzsxhAOugGTM02u,Часть 71.2 - Зеленые холмы Африки,['Эрнест Хемингуэй'],Unknown,0.8170000000000001,0.7190000000000001,0.152,Upbeat,Зеленые холмы Африки,1935,https://i.scdn.co/image/ab67616d00004851d7cd250c7962ca169a082263
0u6bZc8NhpSbH2KutleBQx,Chicken Fat,['Mel Brown'],Unknown,0.897,0.583,0.868,Upbeat,,,
0u6nAyG5tmHOp5Lf8Uwarm,Γλυκοβραδιάζει κι ο ντουνιάς,['Απόστολος Χατζηχρήστος'],Unknown,0.556,0.573,0.347,Neutral,Ρεμπέτικα μοιρολόγια (1935 - 1956),1935-01-01,https://i.scdn.co/image/ab67616d00004851367e2aa08127e643395f450b
0u6toDywZABXlUBq76iPKW,Rock Me,['Great White'],"glam metal, album rock, hard rock",0.133,0.557,0.415,Sad,Once Bitten,1987-01-01,https://i.scdn.co/image/ab67616d0000b273f0d55ea4a52ba08b51302ab3
0u70I9tbZtq2aZxKyx5ByN,Ayoha El Raeh El Moged,['Umm Kulthum'],"microtonal, classic arab pop",0.225,0.359,0.171,Sad,Umm Kulthum 20 - Aghany Film Wedad,1935-01-01,https://i.scdn.co/image/ab67616d00004851b1e8ad63c7bdc1e1679fb572
0u735II3PAAIOrsVqqxUsf,Jazzspeak,['The Soft Winds'],Unknown,0.232,0.657,0.0314,Sad,,,
0u77v6LGoLLfkz9r1N8uvv,The Sun Has Got His Hat On,"['Henry Hall', 'The BBC Dance Orchestra']",british dance band,0.931,0.89,0.449,Upbeat,"Singing in the Moonlight, Vol. 3",1932,https://i.scdn.co/image/ab67616d000048511704ad4018a4dfe6f53e6c3b
